,ATC_LVL5,ATC_LVL4,ATC_LVL3,ATC_LVL2,ATC_LVL1,active_ingredient,smile_x,ATC_LVL0
114,dexamethasone,corticosteroids for local oral treatment,stomatological preparations,stomatological preparations,alimentary tract and metabolism drugs,dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
115,halazepam,benzodiazepine derivative anxiolytics,anxiolytics,psycholeptics,nervous system drugs,halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,ROOT
116,doxazosin,"alpha-adrenoreceptor antagonists, peripherally acting","antiadrenergic agents, peripherally acting",antihypertensives,cardiovascular system drugs,doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,ROOT
117,drotaverine,papaverine and derivatives containing drugs for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,drotaverine,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,ROOT
118,scopolamine,other antiemetics in atc,antiemetics and antinauseants,antiemetics and antinauseants,alimentary tract and metabolism drugs,scopolamine,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,ROOT
119,scopolamine,anticholinergic mydriatics and cycloplegics,mydriatics and cycloplegics,ophthalmologicals,sensory organ drugs,scopolamine,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,ROOT
120,scopolamine,other hypnotics and sedatives in atc,hypnotics and sedatives,psycholeptics,nervous system drugs,scopolamine,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,ROOT
121,ambenonium,anticholinesterase parasympathomimetics,parasympathomimetics,other nervous system drugs in atc,nervous system drugs,ambenonium,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,ROOT
122,fluoxetine,selective serotonin reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,ROOT
123,reboxetine,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,reboxetine,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,ROOT
124,cinitapride,propulsives,propulsives,drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,cinitapride,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,ROOT
125,ritodrine,"sympathomimetics, labour repressants",other gynecologicals in atc,other gynecologicals in atc,genito urinary system and sex hormones,ritodrine,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,ROOT
126,sevelamer,drugs for treatment of hyperkalemia and hyperphosphatemia,all other therapeutic products,all other therapeutic products,various drug classes in atc,sevelamer,ClCC1CO1,ROOT
127,nicotine,drugs used in nicotine dependence,drugs used in addictive disorders,other nervous system drugs in atc,nervous system drugs,nicotine,CN1CCCC1c1cccnc1,ROOT
128,fluorometholone,"corticosteroids, combinations for treatment of acne",anti-acne preparations for topical use,anti-acne preparations,dermatologicals,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
129,fluorometholone,"corticosteroid ophthalmologic antiinflammatory agents, plain","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
130,fluorometholone,"corticosteroids, topical for treatment of hemorrhoids and anal fissures",agents for treatment of hemorrhoids and anal fissures for topical use,vasoprotectives,cardiovascular system drugs,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
131,fluorometholone,corticosteroids/antiinfectives/mydriatics in combination,antiinflammatory agents and antiinfectives in combination,ophthalmologicals,sensory organ drugs,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
132,fluorometholone,"corticosteroids, moderately potent, other combinations","corticosteroids, other combinations","corticosteroids, dermatological preparations",dermatologicals,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
133,fluorometholone,"corticosteroids, moderately potent (group ii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
134,clonazepam,benzodiazepine derivative antiepileptics,antiepileptics,antiepileptics,nervous system drugs,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,ROOT
135,betamethasone,"corticosteroids, potent (group iii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
136,betamethasone,corticosteroids/antiinfectives/mydriatics in combination,antiinflammatory agents and antiinfectives in combination,ophthalmologicals,sensory organ drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
137,betamethasone,corticosteroids,corticosteroid otologicals,otologicals,sensory organ drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
138,betamethasone,corticosteroids,corticosteroid ophthalmologic and otologic preparations,ophthalmological and otological preparations,sensory organ drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
139,betamethasone,"corticosteroids, potent, other combinations","corticosteroids, other combinations","corticosteroids, dermatological preparations",dermatologicals,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
140,betamethasone,"glucocorticoids, systemic","corticosteroids for systemic use, plain",corticosteroids for systemic use,"systemic hormonal preparations, excl. sex hormones and insulins",betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
141,betamethasone,corticosteroid nasal preparations for topical use,decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
142,betamethasone,"corticosteroid ophthalmologic antiinflammatory agents, plain","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
143,betamethasone,corticosteroids acting locally,intestinal antiinflammatory agents,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",alimentary tract and metabolism drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
144,betamethasone,"corticosteroids, topical for treatment of hemorrhoids and anal fissures",agents for treatment of hemorrhoids and anal fissures for topical use,vasoprotectives,cardiovascular system drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
145,betamethasone,glucocorticoid inhalants for obstructive airway disease,"other drugs for obstructive airway diseases, inhalants in atc",drugs for obstructive airway diseases,respiratory system drugs,betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
146,alfuzosin,"alpha-adrenoreceptor antagonists, benign prostatic hypertrophy",drugs used in benign prostatic hypertrophy,urologicals,genito urinary system and sex hormones,alfuzosin,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,ROOT
147,benzocaine,local anesthetics for treatment of hemorrhoids and anal fissures for topical use,agents for treatment of hemorrhoids and anal fissures for topical use,vasoprotectives,cardiovascular system drugs,benzocaine,CCOC(=O)c1ccc(N)cc1,ROOT
148,benzocaine,local anesthetic throat preparations,throat preparations,throat preparations,respiratory system drugs,benzocaine,CCOC(=O)c1ccc(N)cc1,ROOT
149,benzocaine,esters of aminobenzoic acid for local anesthesia,local anesthetics,anesthetics,nervous system drugs,benzocaine,CCOC(=O)c1ccc(N)cc1,ROOT
150,benzocaine,anesthetics for topical use,"antipruritics, incl. antihistamines, anesthetics, etc.","antipruritics, incl. antihistamines, anesthetics, etc.",dermatologicals,benzocaine,CCOC(=O)c1ccc(N)cc1,ROOT
151,tranylcypromine,"monoamine oxidase inhibitors, non-selective",antidepressants,psychoanaleptics,nervous system drugs,tranylcypromine,N[C@@H]1CC1c1ccccc1,ROOT
152,clopidogrel,platelet aggregation inhibitors excl. heparin,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,clopidogrel,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,ROOT
153,antazoline,other antihistamines for systemic use in atc,antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,antazoline,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,ROOT
154,antazoline,"antiallergic nasal preparations for topical use, excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,antazoline,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,ROOT
155,ondansetron,"serotonin (5ht3) antagonists, antiemetics and antinauseants",antiemetics and antinauseants,antiemetics and antinauseants,alimentary tract and metabolism drugs,ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,ROOT
156,triamcinolone,corticosteroids for local oral treatment,stomatological preparations,stomatological preparations,alimentary tract and metabolism drugs,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
157,triamcinolone,"corticosteroids, topical for treatment of hemorrhoids and anal fissures",agents for treatment of hemorrhoids and anal fissures for topical use,vasoprotectives,cardiovascular system drugs,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
158,triamcinolone,glucocorticoid inhalants for obstructive airway disease,"other drugs for obstructive airway diseases, inhalants in atc",drugs for obstructive airway diseases,respiratory system drugs,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
159,triamcinolone,corticosteroid nasal preparations for topical use,decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
160,triamcinolone,"glucocorticoids, systemic","corticosteroids for systemic use, plain",corticosteroids for systemic use,"systemic hormonal preparations, excl. sex hormones and insulins",triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
161,triamcinolone,"corticosteroids, moderately potent, other combinations","corticosteroids, other combinations","corticosteroids, dermatological preparations",dermatologicals,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
162,triamcinolone,"corticosteroid ophthalmologic antiinflammatory agents, plain","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
163,triamcinolone,"corticosteroids, moderately potent (group ii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,triamcinolone,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,ROOT
164,biperiden,"tertiary amines, anticholinergic",anticholinergic agents,anti-parkinson drugs,nervous system drugs,biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,ROOT
165,amiodarone,"antiarrhythmics, class iii","antiarrhythmics, class i and iii",cardiac therapy drugs,cardiovascular system drugs,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,ROOT
166,ketorolac,"antiinflammatory agents, non-steroidal, ophthalmologic","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,ROOT
167,ketorolac,acetic acid derivatives and related substances,"antiinflammatory and antirheumatic products, non-steroids",antiinflammatory and antirheumatic products,musculo-skeletal system drugs,ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,ROOT
168,ciprofloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ROOT
169,ciprofloxacin,antiinfectives,"antiinfectives, ophthalmologic and otologic",ophthalmological and otological preparations,sensory organ drugs,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ROOT
170,ciprofloxacin,antiinfectives,"antiinfective drugs, otologic",otologicals,sensory organ drugs,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ROOT
171,ciprofloxacin,"fluoroquinolone antiinfectives, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,ROOT
172,zonisamide,other antiepileptics in atc,antiepileptics,antiepileptics,nervous system drugs,zonisamide,NS(=O)(=O)Cc1noc2ccccc12,ROOT
173,zopiclone,benzodiazepine related hypnotics and sedatives,hypnotics and sedatives,psycholeptics,nervous system drugs,zopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,ROOT
174,ketoconazole,"imidazole derivatives, antimycotic for systemic use",antimycotics for systemic use,antimycotics for systemic use,antiinfectives for systemic use,ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,ROOT
175,ketoconazole,"imidazole derivatives, gyncological antiinfectives","antiinfectives and antiseptics, excl. combinations with corticosteroids",gynecological antiinfectives and antiseptics,genito urinary system and sex hormones,ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,ROOT
176,ketoconazole,"imidazole and triazole derivatives, topical antifungals",antifungals for topical use,antifungals for dermatological use,dermatologicals,ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,ROOT
177,tetrabenazine,other nervous system drugs in atc,other nervous system drugs in atc,other nervous system drugs in atc,nervous system drugs,tetrabenazine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,ROOT
178,phenylpropanolamine,sympathomimetics,nasal decongestants for systemic use,nasal preparations,respiratory system drugs,phenylpropanolamine,C[C@@H](N)[C@@H](O)c1ccccc1,ROOT
179,clindamycin,lincosamides,"macrolides, lincosamides and streptogramins",antibacterials for systemic use,antiinfectives for systemic use,clindamycin,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,ROOT
180,clindamycin,"antibiotics, gynecological","antiinfectives and antiseptics, excl. combinations with corticosteroids",gynecological antiinfectives and antiseptics,genito urinary system and sex hormones,clindamycin,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,ROOT
181,clindamycin,antiinfectives for treatment of acne,anti-acne preparations for topical use,anti-acne preparations,dermatologicals,clindamycin,CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,ROOT
182,flunitrazepam,benzodiazepine derivative hypnotics and sedatives,hypnotics and sedatives,psycholeptics,nervous system drugs,flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,ROOT
183,gefitinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,ROOT
184,levocabastine,"antiallergic nasal preparations for topical use, excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,levocabastine,C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,ROOT
185,levocabastine,other antiallergics in atc,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,levocabastine,C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,ROOT
186,tripelennamine,antihistamines for topical use,"antipruritics, incl. antihistamines, anesthetics, etc.","antipruritics, incl. antihistamines, anesthetics, etc.",dermatologicals,tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,ROOT
187,tripelennamine,"substituted ethylene diamines, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,ROOT
188,gentamicin,"antibiotics, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,ROOT
189,gentamicin,antiinfectives,"antiinfectives, ophthalmologic and otologic",ophthalmological and otological preparations,sensory organ drugs,gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,ROOT
190,gentamicin,antiinfectives,"antiinfective drugs, otologic",otologicals,sensory organ drugs,gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,ROOT
191,gentamicin,other antibiotics for topical use in atc,antibiotics for topical use,antibiotics and chemotherapeutics for dermatological use,dermatologicals,gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,ROOT
192,gentamicin,other aminoglycosides in atc,aminoglycoside antibacterials,antibacterials for systemic use,antiinfectives for systemic use,gentamicin,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,ROOT
193,diltiazem,benzothiazepine derivative selective calcium channel blockers with direct cardiac effects,selective calcium channel blockers with direct cardiac effects,calcium channel blockers,cardiovascular system drugs,diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,ROOT
194,diltiazem,muscle relaxants for treatment of hemorrhoids and anal fissures for topical use,agents for treatment of hemorrhoids and anal fissures for topical use,vasoprotectives,cardiovascular system drugs,diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,ROOT
195,sulfathiazole,short-acting sulfonamides,sulfonamides and trimethoprim antibacterials for systemic use,antibacterials for systemic use,antiinfectives for systemic use,sulfathiazole,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,ROOT
196,sulfathiazole,"sulfonamides, topical",chemotherapeutics for topical use,antibiotics and chemotherapeutics for dermatological use,dermatologicals,sulfathiazole,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,ROOT
197,flutamide,anti-androgen hormone antagonists and related agents,hormone antagonists and related agents,endocrine therapy antineoplastic and immunomodulating agents,antineoplastic and immunomodulating agents,flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,ROOT
198,lidocaine,amide local anesthetics,local anesthetics,anesthetics,nervous system drugs,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,ROOT
199,lidocaine,local anesthetics,"local anesthetics, ophthalmologic",ophthalmologicals,sensory organ drugs,lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,ROOT
